Concept ID	Concept ID.1	English	Indonesian	Semantic field	Concept Notes	Core set	db_Object	GLOSS	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	MATCH_QUALITY
270	mosquito	mosquito	nyamuk	Animals			mosquito	mosquito	270.0	1509	MOSQUITO (noun)	3.0
271	ant	ant	semut	Animals			ant	ant	271.0	587	ANT (noun)	3.0
272	grasshopper	grasshopper	belalang	Animals			grasshopper	grasshopper	272.0	607	GRASSHOPPER (noun)	3.0
273	locust	locust	walang sengit	Animals			locust	locust	273.0	810	LOCUST (noun)	3.0
274	spider	spider	laba-laba	Animals			spider	spider	274.0	843	SPIDER (noun)	3.0
275	headlice	headlice	kutu kepala	Animals			headlice	headlice	275.0	0	???	8.0
276	louseeggs	louse eggs	telur kutu kepala	Animals			louse eggs	louse eggs	276.0	1392	LOUSE (noun)	5.0
277	motherlouse	mother louse	induk kutu kepala	Animals			mother louse	mother louse	277.0	1216	MOTHER (noun)	5.0
278	flea	flea	kutu anjing	Animals			flea	flea	278.0	232	FLEA (noun)	3.0
279	louseclothi	louse (clothing)	"tuma; kutu pakaian"	Animals			louse (clothing)	louse (clothing)	279.0	1392	LOUSE (noun)	3.0
279		louse	 Kutu		from Keraf		louse	LOUSE				
280	bedbug	bedbug	kutu busuk	Animals			bedbug	bedbug	280.0	1949	BEDBUG (noun)	3.0
281	big	big	besar	Spatial relations			big	big	281.0	1202	BIG (adjective)	3.0
282	small	small	kecil	Spatial relations			small	small	282.0	2484	SMALL (NOT TALL) (adjective)	3.0
283	oldwornhous	"old; worn (house)"	(rumah) tua	Time			"old; worn (house)"	"old; worn (house)"	283.0	2113	OLD (USED)	2.0
284	newhouse	new (house)	(rumah) baru	Time			new (house)	new (house)	284.0	1231	NEW (adjective)	3.0
284		new	 Baru		from Keraf		new	NEW				
285	oldpeople	old (people)	(orang) tua	Time			old (people)	old (people)	285.0	2112	OLD (AGED)	2.0
286	youngpeople	young (people)	(orang) muda	Time			young (people)	young (people)	286.0	564	YOUNG (OF MAN) (adjective)	3.0
287	lazy	lazy	malas	The body			lazy	lazy	287.0	1564	LAZY (adjective)	3.0
288	hot	hot	panas	Sense perception			hot	hot	288.0	1286	HOT (adjective)	3.0
289	cold	cold	dingin	Sense perception			cold	cold	289.0	2483	COLD (OF WEATHER) (adjective)	3.0
290	good	good	baik	Emotions and values			good	good	290.0	1035	GOOD (adjective)	3.0
291	bad	bad	jelek	Emotions and values			bad	bad	291.0	1292	BAD (adjective)	3.0
292	full	full	penuh	Quantity			full	full	292.0	1429	FULL (adjective)	3.0
293	empty	empty	kosong	Quantity			empty	empty	293.0	1624	EMPTY (adjective)	3.0
294	near	near	dekat	Spatial relations			near	near	294.0	1942	NEAR (adjective)	3.0
295	far	far	jauh	Spatial relations			far	far	295.0	1406	FAR (adjective)	3.0
296	wet	wet	basah	Sense perception			wet	wet	296.0	1726	WET (adjective)	3.0
297	dry	dry	kering	Sense perception			dry	dry	297.0	1398	DRY (adjective)	3.0
298	dryinsun	dry in sun	jemur (pakaian)	Sense perception			dry in sun	dry in sun	298.0	2140	DAY OR SUN (noun)	5.0
299	long	long	panjang	Spatial relations			long	long	299.0	1203	LONG (adjective)	3.0
300	tall	tall	(orang) tinggi	Spatial relations			tall	tall	300.0	711	TALL (adjective)	3.0
301	short	short	pendek	Spatial relations			short	short	301.0	1645	SHORT (adjective)	3.0
302	shortpeople	short (people)	(orang) pendek	Spatial relations			short (people)	short (people)	302.0	2191	LOW (HEIGHT)	3.0
303	thinnonhuma	thin (non-human)	tipis	Spatial relations			thin (non-human)	thin (non-human)	303.0	2307	THIN (OF HAIR AND LEAF) (adjective)	3.0
303		thin	 Tipis		from Keraf		thin	THIN				
304	skinnyhuman	skinny (human)	kurus	Spatial relations			skinny (human)	skinny (human)	304.0	1400	THIN (SLIM)	8.0
305	thick	thick	tebal	Spatial relations			thick	thick	305.0	1244	THICK (adjective)	3.0
306	round	round	bulat	Spatial relations			round	round	306.0	1395	ROUND (adjective)	3.0
307	dark	dark	gelap	Sense perception			dark	dark	307.0	706	DARK (adjective)	3.0
308	light	light	terang	Sense perception			light	light	308.0	737	LIGHT (IGNITE) (verb)	3.0
309	dirty	dirty	kotor	Sense perception			dirty	dirty	309.0	1230	DIRTY (adjective)	3.0
310	clean	clean	bersih	Sense perception			clean	clean	310.0	2235	CLEAN (SOMETHING) (verb)	3.0
311	sharp	sharp	tajam	Sense perception			sharp	sharp	311.0	1396	SHARP (adjective)	3.0
312	bluntdull	"blunt; dull"	"tumpul; dol"	Sense perception			"blunt; dull"	"blunt; dull"	312.0	1397	DULL (adjective)	3.0
312		blunt	 Tumpul		from Keraf		blunt	BLUNT				
313	heavy	heavy	berat	Sense perception			heavy	heavy	313.0	1210	HEAVY (adjective)	3.0
314	lightweight	light (weight)	ringan	Sense perception			light (weight)	light (weight)	314.0	737	LIGHT (IGNITE) (verb)	3.0
315	straight	straight	lurus	Spatial relations			straight	straight	315.0	1404	STRAIGHT (adjective)	3.0
316	wide	wide	lebar	Spatial relations			wide	wide	316.0	1243	WIDE (adjective)	3.0
317	narrow	narrow	sempit	Spatial relations			narrow	narrow	317.0	1267	NARROW (adjective)	3.0
318	correct	correct	benar	Emotions and values			correct	correct	318.0	1725	CORRECT (RIGHT) (adjective)	3.0
319	wrong	wrong	salah	Emotions and values			wrong	wrong	319.0	1390	WRONG (adjective)	3.0
320	ripe	ripe	"matang; (buah) masak"	Food and drink			ripe	ripe	320.0	178	RIPE (adjective)	3.0
321	rotten	rotten	(buah) busuk	Food and drink			rotten	rotten	321.0	1728	ROTTEN (adjective)	3.0
322	bitter	bitter	pahit	Sense perception			bitter	bitter	322.0	887	BITTER (adjective)	3.0
323	sweet	sweet	manis	Sense perception			sweet	sweet	323.0	717	SWEET (adjective)	3.0
324	sour	sour	asam	Sense perception			sour	sour	324.0	1906	SOUR (adjective)	3.0
325	salty	salty	asin	Sense perception			salty	salty	325.0	1091	SALTY (adjective)	3.0
326	flat	flat	"rata; datar"	Spatial relations			flat	flat	326.0	1633	FLAT (adjective)	3.0
326		flat, smooth	 Rata		from Keraf		flat, smooth	FLAT, SMOOTH				
327	smooth	smooth	"licin; halus"	Sense perception			smooth	smooth	327.0	1234	SMOOTH (adjective)	3.0
328	rough	rough	kasar	Sense perception			rough	rough	328.0	1923	ROUGH (adjective)	3.0
329	black	black	hitam	Sense perception			black	black	329.0	163	BLACK (adjective)	3.0
330	white	white	putih	Sense perception			white	white	330.0	1335	WHITE (adjective)	3.0
331	red	red	merah	Sense perception			red	red	331.0	156	RED (adjective)	3.0
332	green	green	(daun) hijau	Sense perception			green	green	332.0	1425	GREEN (adjective)	3.0
333	blue	blue	(langit) biru	Sense perception			blue	blue	333.0	837	BLUE (adjective)	3.0
334	yellow	yellow	kuning	Sense perception			yellow	yellow	334.0	1424	YELLOW (adjective)	3.0
335	sickpainful	"sick; painful"	sakit	The body			"sick; painful"	"sick; painful"	335.0	1129	PAINFUL (adjective)	3.0
336	shyashamed	"shy; ashamed"	malu	Emotions and values			"shy; ashamed"	"shy; ashamed"	336.0	487	SHY (adjective)	3.0
337	thirsty	thirsty	haus	Food and drink			thirsty	thirsty	337.0	847	THIRSTY (adjective)	3.0
338	hungry	hungry	lapar	Food and drink			hungry	hungry	338.0	1533	BE HUNGRY (verb)	3.0
339	blind	blind	buta	The body			blind	blind	339.0	1653	BLIND (adjective)	3.0
340	deaf	deaf	tuli	The body			deaf	deaf	340.0	996	DEAF (adjective)	3.0
341	scared	scared	takut	Emotions and values			scared	scared	341.0	1419	FEAR (BE ARFAID)	8.0
342	angry	angry	marah	Emotions and values			angry	angry	342.0	1826	ANGRY (adjective)	3.0
343	_see	to see	lihat	Sense perception			to see	to see	343.0	1409	SEE (verb)	2.0
344	_hear	to hear	dengar	Sense perception			to hear	to hear	344.0	1408	HEAR (verb)	2.0
344		listen	 Dengar		from Keraf		listen	LISTEN				
345	_smell	to smell	cium (bau)	Sense perception			to smell	to smell	345.0	1586	SMELL (PERCEIVE) (verb)	2.0
346	_think	to think	pikir	Cognition			to think	to think	346.0	1415	THINK (REFLECT) (verb)	2.0
347	_know	to know	tahu	Cognition			to know	to know	347.0	2248	KNOW (SOMEBODY) (verb)	2.0
348	_say	to say	berkata	Speech and language			to say	to say	348.0	1458	SAY (verb)	2.0
349	_speak	to speak	bicara	Speech and language			to speak	to speak	349.0	1623	SPEAK (verb)	2.0
350	voice	voice	suara	Speech and language			voice	voice	350.0	1363	VOICE (noun)	3.0
351	language	language	bahasa	Speech and language			language	language	351.0	1307	LANGUAGE (noun)	3.0
352	_liedown	to lie down	baring	Spatial relations			to lie down	to lie down	352.0	215	LIE DOWN (verb)	2.0
353	_sleep	to sleep	tidur	The body			to sleep	to sleep	353.0	1585	SLEEP (verb)	2.0
354	_wakeup	to wake up	bangun	The body			to wake up	to wake up	354.0	1602	WAKE UP (verb)	2.0
355	_wakesomeone	to wake someone up	kasi bangun	The body			to wake someone up	to wake someone up	355.0	2422	SOMEONE	5.0
356	_bathe	to bathe	mandi	The body			to bathe	to bathe	356.0	138	BATHE (verb)	2.0
357	_batheachild	to bathe (a child)	kasi mandi (anak)	The body			to bathe (a child)	to bathe (a child)	357.0	138	BATHE (verb)	2.0
358	_sit	to sit	duduk	Spatial relations			to sit	to sit	358.0	1416	SIT (verb)	2.0
359	_stand	to stand	diri	Spatial relations			to stand	to stand	359.0	1442	STAND (verb)	2.0
360	_walk	to walk	jalan (kaki)	Motion			to walk	to walk	360.0	1443	WALK (verb)	2.0
361	_run	to run	lari	Motion			to run	to run	361.0	1519	RUN (verb)	2.0
362	_go	to go	pergi	Motion			to go	to go	362.0	695	GO (verb)	2.0
363	_swim	to swim	berenang	Motion			to swim	to swim	363.0	1439	SWIM (verb)	2.0
364	_fly	to fly	terbang	Motion			to fly	to fly	364.0	1441	FLY (MOVE THROUGH AIR) (verb)	2.0
365	_fallfromabo	to fall (from above)	jatuh (dari atas)	Motion			to fall (from above)	to fall (from above)	365.0	1280	FALL (verb)	2.0
365		fall	 Jatuh		from Keraf		fall	FALL				
366	_fallover	to fall over	tubang	Motion			to fall over	to fall over	366.0	???	???	8.0
367	_drop	to drop	kasi jatuh (sesuatu)	Motion			to drop	to drop	367.0	750	DROP (verb)	2.0
368	_drink	to drink	minum	Food and drink			to drink	to drink	368.0	1401	DRINK (verb)	2.0
369	_eat	to eat	makan	Food and drink			to eat	to eat	369.0	1336	EAT (verb)	2.0
370	_cook	to cook	masak	Food and drink			to cook	to cook	370.0	1100	COOK (SOMETHING) (verb)	2.0
371	_wash	to wash	cuci	Basic actions and technology			to wash	to wash	371.0	1453	WASH (verb)	2.0
372	_sew	to sew	jahit	Clothing and grooming			to sew	to sew	372.0	1457	SEW (verb)	2.0
373	_livebealive	"to live; be alive; living"	"hidup; tidak mati"	The body			"to live; be alive; living"	"to live; be alive; living"	373.0	1422	BE ALIVE (verb)	2.0
373		alive	 Hidup		from Keraf		alive	ALIVE				
374	_breathe	to breathe	napas	The body			to breathe	to breathe	374.0	1407	BREATHE (verb)	2.0
375	_work	to work	kerja	Basic actions and technology			to work	to work	375.0	1086	WORK (ACTIVITY) (verb)	2.0
376	_die	to die	mati	The body			to die	to die	376.0	1494	DIE (verb)	2.0
376		dead	 Mati		from Keraf		dead	DEAD				
377	_give	to give	"beri; kasi"	Possession			to give	to give	377.0	1447	GIVE (verb)	2.0
378	_wipe	to wipe	"seka; lap"	Basic actions and technology			to wipe	to wipe	378.0	1454	WIPE (verb)	2.0
379	_come	to come	datang	Motion			to come	to come	379.0	1446	COME (verb)	2.0
380	_laugh	to laugh	ketawa	Emotions and values			to laugh	to laugh	380.0	1355	LAUGH (verb)	2.0
381	_cry	to cry	menangis	Emotions and values			to cry	to cry	381.0	1839	CRY (verb)	2.0
382	_dance	to dance	menari	Motion			to dance	to dance	382.0	1879	DANCE (verb)	2.0
383	_sing	to sing	menyanyi	Speech and language			to sing	to sing	383.0	1261	SING (verb)	2.0
384	_burnclearla	to burn (clear land)	bakar (bakar kebun)	Agriculture and vegetation			to burn (clear land)	to burn (clear land)	384.0	141	BURN (SOMETHING) (verb)	2.0
384		burn	 Membakar		from Keraf		burn	BURN				
385	_burntoshine	"to burn; to shine"	"bakar; menyala"	Sense perception			"to burn; to shine"	"to burn; to shine"	385.0	708	SHINE (verb)	4.0
386	_shine	to shine	menyala	Sense perception			to shine	to shine	386.0	708	SHINE (verb)	2.0
387	_chew	to chew	kunyah	Food and drink			to chew	to chew	387.0	321	CHEW (verb)	2.0
388	_yawn	to yawn	kuap	The body			to yawn	to yawn	388.0	1028	YAWN (verb)	2.0
389	_suck	to suck	"isap; hirup"	Food and drink			to suck	to suck	389.0	1421	SUCK (verb)	2.0
390	_blow	to blow	tiup	Motion			to blow	to blow	390.0	176	BLOW (WITH MOUTH) (verb)	2.0
391	_spit	to spit	ludah	The body			to spit	to spit	391.0	1440	SPIT (verb)	2.0
392	_vomit	to vomit	muntah	The body			to vomit	to vomit	392.0	1278	VOMIT (verb)	2.0
393	_rub	to rub	gosok	Basic actions and technology			to rub	to rub	393.0	1449	RUB (verb)	2.0
394	_scratch	to scratch	garuk	The body			to scratch	to scratch	394.0	1436	SCRATCH (verb)	2.0
395	itchy	itchy	gatal	Sense perception			itchy	itchy	395.0	149	ITCHY (adjective)	3.0
396	_swell	to swell	bengkak	The body			to swell	to swell	396.0	1573	SWELL (verb)	2.0
397	_hit	to hit	pukul	Basic actions and technology			to hit	to hit	397.0	1433	HIT (verb)	2.0
398	_slap	to slap	tampak	Basic actions and technology			to slap	to slap	398.0	0	???	8.0
399	_bite	to bite	(anjing) gigit	The body			to bite	to bite	399.0	1403	BITE (verb)	2.0
400	_cut	to cut	potong	Basic actions and technology			to cut	to cut	400.0	1432	CUT (verb)	2.0
401	_cutdown	to cut down	tebang	Basic actions and technology			to cut down	to cut down	401.0	355	CUT DOWN (verb)	2.0
402	_split	to split	belah	Basic actions and technology			to split	to split	402.0	1437	SPLIT (verb)	2.0
403	_divide	to divide	bagi	Spatial relations			to divide	to divide	403.0	1119	DIVIDE (verb)	2.0
404	_stab	to stab	tikam	Basic actions and technology			to stab	to stab	404.0	1434	STAB (verb)	2.0
405	_skewer	to skewer	tusuk	Basic actions and technology			to skewer	to skewer	405.0	0	???	8.0
406	_fight	to fight	berkelahi	Warfare and hunting			to fight	to fight	406.0	1423	FIGHT (verb)	2.0
407	_guard	to guard	jaga	Warfare and hunting			to guard	to guard	407.0	1940	GUARD (noun)	3.0
408	_throw	to throw	lempar	Motion			to throw	to throw	408.0	1456	THROW (verb)	2.0
409	_hunt	to hunt	buru	Warfare and hunting			to hunt	to hunt	409.0	1435	HUNT (verb)	2.0
410	_kill	to kill	bunuh	The body			to kill	to kill	410.0	1417	KILL (verb)	2.0
411	_chaseaway	to chase away	mengejar	Basic actions and technology			to chase away	to chase away	411.0	???	???	8.0
413	_searchforto	"to search for; to hunt for"	cari	Warfare and hunting			"to search for; to hunt for"	"to search for; to hunt for"	413.0	1468	LOOK FOR (verb)	4.0
414	_dig	to dig	gali	Agriculture and vegetation			to dig	to dig	414.0	1418	DIG (verb)	2.0
415	_bury	to bury	kubur	The body			to bury	to bury	415.0	1719	BURY (verb)	2.0
416	_flow	to flow	mengalir	Motion			to flow	to flow	416.0	2003	FLOW (verb)	2.0
417	_float	to float	terapung	Motion			to float	to float	417.0	1574	FLOAT (verb)	2.0
418	_freeze	to freeze	mejadi beku	The physical world			to freeze	to freeze	418.0	1431	FREEZE (verb)	2.0
419	_hold	to hold	pegang	Possession			to hold	to hold	419.0	1448	HOLD (verb)	2.0
420	_tie	to tie	ikat	Basic actions and technology			to tie	to tie	420.0	1917	TIE (verb)	2.0
421	_play	to play	main	Emotions and values			to play	to play	421.0	1413	PLAY (verb)	2.0
422	_pull	to pull	tarik	Basic actions and technology			to pull	to pull	422.0	1455	PULL (verb)	2.0
423	_push	to push	"dorong; sorong; geser"	Motion			to push	to push	423.0	1452	PUSH (verb)	2.0
424	_turn	to turn	"belok; bale"	Motion			to turn	to turn	424.0	1445	TURN (SOMETHING) (verb)	2.0
425	_dream	to dream	mimpi	The body			to dream	to dream	425.0	1920	DREAM (SOMETHING) (verb)	2.0
426	_crouchtoben	"to crouch; to bend over"	jongkok	Motion			"to crouch; to bend over"	"to crouch; to bend over"	426.0	296	CROUCH (verb)	2.0
427	_livetostay	"to live; to stay"	tinggal	The house			"to live; to stay"	"to live; to stay"	427.0	2309	LIVE (verb)	2.0
428	_choose	to choose	pilih	Emotions and values			to choose	to choose	428.0	1750	CHOOSE (verb)	2.0
429	_grow	to grow	tumbuh	Spatial relations			to grow	to grow	429.0	479	GROW (verb)	2.0
430	_squeeze	to squeeze	"peras; remas"	Basic actions and technology			to squeeze	to squeeze	430.0	1414	SQUEEZE (verb)	2.0
431	_buy	to buy	beli	Possession			to buy	to buy	431.0	1869	BUY (verb)	2.0
432	_sell	to sell	jual	Possession			to sell	to sell	432.0	1571	SELL (verb)	2.0
433	_steal	to steal	curi	Law			to steal	to steal	433.0	713	STEAL (verb)	2.0
434	_open	to open	buka	Spatial relations			to open	to open	434.0	1156	OPEN (verb)	2.0
435	_close	to close	tutup	Spatial relations			to close	to close	435.0	2063	CLOSE (EYES) (verb)	2.0
436	_climb	to climb	naik	Motion			to climb	to climb	436.0	1102	CLIMB (verb)	2.0
437	_hide	to hide	sembunyi	Spatial relations			to hide	to hide	437.0	602	HIDE (CONCEAL) (verb)	2.0
438	_wait	to wait	tunggu	Spatial relations			to wait	to wait	438.0	1590	WAIT (FOR) (verb)	2.0
439	_fold	to fold	lipat	Basic actions and technology			to fold	to fold	439.0	1470	FOLD (verb)	2.0
440	_help	to help	bantu	Social and political relations			to help	to help	440.0	1897	HELP (verb)	2.0
441	_bark	to bark	(anjing) gonggong	Animals			to bark	to bark	441.0	1204	BARK (noun)	3.0
442	_shoot	to shoot	tembak	Warfare and hunting			to shoot	to shoot	442.0	1172	SHOOT (verb)	2.0
443	_shootwithsl	to shoot with slingshot	"fiti; tembak dng katapel"	Warfare and hunting			to shoot with slingshot	to shoot with slingshot	443.0	???	???	8.0
444	_poundtobeat	"to pound; to beat"	tumbuk	Basic actions and technology			"to pound; to beat"	"to pound; to beat"	444.0	354	POUND (verb)	2.0
445	_hitdrum	to hit (drum)	pukul genderang	Basic actions and technology			to hit (drum)	to hit (drum)	445.0	1433	HIT (verb)	2.0
446	_callout	to call out	teriak	Speech and language			to call out	to call out	446.0	1084	CALL (verb)	4.0
447	_lietelluntr	to lie (tell untruth)	bohong	Emotions and values			to lie (tell untruth)	to lie (tell untruth)	447.0	601	LIE (MISLEAD) (verb)	2.0
448	_askquestion	to ask (question)	tanya	Speech and language			to ask (question)	to ask (question)	448.0	1309	ASK (INQUIRE) (verb)	2.0
449	_count	to count	hitung	Quantity			to count	to count	449.0	1420	COUNT (verb)	2.0
450	one	one	satu	Quantity			one	one	450.0	1493	ONE	2.0
451	two	two	dua	Quantity			two	two	451.0	1498	TWO	2.0
452	three	three	tiga	Quantity			three	three	452.0	492	THREE	2.0
453	four	four	empat	Quantity			four	four	453.0	1500	FOUR	2.0
454	five	five	lima	Quantity			five	five	454.0	493	FIVE	2.0
455	six	six	enam	Quantity			six	six	455.0	1703	SIX	2.0
456	seven	seven	tujuh	Quantity			seven	seven	456.0	1704	SEVEN	2.0
457	eight	eight	delapan	Quantity			eight	eight	457.0	1705	EIGHT	2.0
458	nine	nine	sembilan	Quantity			nine	nine	458.0	1483	NINE	2.0
459	ten	ten	sepuluh	Quantity			ten	ten	459.0	1515	TEN	2.0
460	eleven	eleven	sebelas	Quantity			eleven	eleven	460.0	1706	ELEVEN	2.0
461	twelve	twelve	dua belas	Quantity			twelve	twelve	461.0	1707	TWELVE	2.0
462	thirteen	thirteen	tiga belas	Quantity			thirteen	thirteen	462.0	1708	THIRTEEN	2.0
463	fourteen	fourteen	empat belas	Quantity			fourteen	fourteen	463.0	0	???	8.0
464	fifteen	fifteen	lima belas	Quantity			fifteen	fifteen	464.0	1709	FIFTEEN	2.0
465	sixteen	sixteen	enam belas	Quantity			sixteen	sixteen	465.0	2454	SIXTEEN	2.0
466	seventeen	seventeen	tujuh belas	Quantity			seventeen	seventeen	466.0	2453	SEVENTEEN	2.0
467	eighteen	eighteen	delapan belas	Quantity			eighteen	eighteen	467.0	1713	EIGHTEEN	2.0
468	nineteen	nineteen	sembilan belas	Quantity			nineteen	nineteen	468.0	1714	NINETEEN	2.0
469	twenty	twenty	dua puluh	Quantity			twenty	twenty	469.0	1710	TWENTY	2.0
470	twentyone	twenty one	dua puluh satu	Quantity			twenty one	twenty one	470.0	1734	TWENTY ONE	2.0
471	twentytwo	twenty two	dua puluh dua	Quantity			twenty two	twenty two	471.0	0	???	5.0
472	twentythree	twenty three	dua puluh tiga	Quantity			twenty three	twenty three	472.0	0	???	5.0
473	twentyfour	twenty four	dua puluh empat	Quantity			twenty four	twenty four	473.0	1736	TWENTY FOUR	2.0
474	twentyfive	twenty five	dua puluh lima	Quantity			twenty five	twenty five	474.0	1738	TWENTY FIVE	2.0
475	thirty	thirty	tiga puluh	Quantity			thirty	thirty	475.0	1715	THIRTY	2.0
476	forty	forty	empat puluh	Quantity			forty	forty	476.0	1716	FORTY	2.0
477	fifty	fifty	lima puluh	Quantity			fifty	fifty	477.0	1717	FIFTY	2.0
478	sixty	sixty	enam puluh	Quantity			sixty	sixty	478.0	1718	SIXTY	2.0
479	seventy	seventy	tujuh puluh	Quantity			seventy	seventy	479.0	1721	SEVENTY	2.0
480	eighty	eighty	delapan puluh	Quantity			eighty	eighty	480.0	1722	EIGHTY	2.0
481	ninety	ninety	sembilan puluh	Quantity			ninety	ninety	481.0	1724	NINETY	2.0
482	onehundred	one hundred	seratus	Quantity			one hundred	one hundred	482.0	1634	HUNDRED	5.0
483	onehundreda	one hundred and twenty three	seratus dua puluh tiga	Quantity			one hundred and twenty three	one hundred and twenty three	483.0	0	???	5.0
484	twohundred	two hundred	dua ratus	Quantity			two hundred	two hundred	484.0	0	???	5.0
485	thousand	thousand	seribuh	Quantity			thousand	thousand	485.0	1843	THOUSAND	2.0
486	onehundredt	one hundred thousand	seratus ribuh	Quantity			one hundred thousand	one hundred thousand	486.0	2078	TEN THOUSAND (noun)	5.0
487	grandmother	grandmother	nenek	Kinship			grandmother	grandmother	487.0	1496	GRANDMOTHER (noun)	3.0
488	grandfather	grandfather	kakek	Kinship			grandfather	grandfather	488.0	1383	GRANDFATHER (noun)	3.0
489	grandchild	grandchild	anak cucu	Kinship			grandchild	grandchild	489.0	1617	GRANDCHILD (noun)	3.0
490	mothersbrot	mother's brother	"paman; ibu py saudara laki-laki"	Kinship			mother's brother	mother's brother	490.0	1984	MOTHER'S BROTHER (noun)	3.0
491	nephewniece	"nephew; niece"	keponakan	Kinship			"nephew; niece"	"nephew; niece"	491.0	1642	NIECE (noun)	3.0
492	olderbrothe	older brother	kakak laki-laki	Kinship			older brother	older brother	492.0	1759	OLDER BROTHER (noun)	3.0
493	oldersister	older sister	kakak perempuan	Kinship			older sister	older sister	493.0	2418	OLDER SISTER (OF MAN) (noun)	3.0
494	sister	sister	saudara perempuan	Kinship			sister	sister	494.0	562	SISTER (OF WOMAN) (noun)	3.0
495	womanscross	woman's cross-cousin	sepupu dari perempuan	Kinship			woman's cross-cousin	woman's cross-cousin	495.0	0	???	8.0
496	womansyoung	woman's younger sister	adik perempuan dari perempuan	Kinship			woman's younger sister	woman's younger sister	496.0	1761	YOUNGER SISTER (noun)	5.0
497	youngerbrot	younger brother	adik laki-laki	Kinship			younger brother	younger brother	497.0	2417	YOUNGER BROTHER (OF WOMAN) (noun)	3.0
498	brother	brother	saudara laki-laki	Kinship			brother	brother	498.0	560	BROTHER (OF WOMAN) (noun)	3.0
499	brotherinla	brother-in-law	"kunyadu; ipar"	Kinship			brother-in-law	brother-in-law	499.0	2314	BROTHER-IN-LAW (noun)	3.0
500	crosscousin	cross-cousin	"sepupu; yg bisa dikawin"	Kinship			cross-cousin	cross-cousin	500.0	0	???	8.0
501	fatherssist	father's sister	"bibi; ayah py saudara perempuan"	Kinship			father's sister	father's sister	501.0	170	FATHER'S SISTER (noun)	3.0
502	ridgepolepe	"ridge(pole); peak; tip"	bubungan	The House			"ridge(pole); peak; tip"	"ridge(pole); peak; tip"	502.0	443	TIP (OF TONGUE) (noun)	3.0
503	rackabovehe	rack(above hearth/for storing food)	para-para	The House			rack(above hearth/for storing food)	rack(above hearth/for storing food)	503.0	0	???	8.0
504	broomsweep	"broom; sweep"	sapu	The House			"broom; sweep"	"broom; sweep"	504.0	230	SWEEP (verb)	3.0
505	groundforri	ground for ritual activities and public meetings	tempat upacara	The House			ground for ritual activities and public meetings	ground for ritual activities and public meetings	505.0	???	???	8.0
506	moundofston	mound of stones for ritual activities	gundukan batu (untuk upacara adat)	The House			mound of stones for ritual activities	mound of stones for ritual activities	506.0	0	???	8.0
507	meetinghous	meeting house	rumah rapat adat	The House			meeting house	meeting house	507.0	335	MEETING HOUSE (noun)	3.0
508	floor	floor	lantai	The House			floor	floor	508.0	1632	FLOOR (noun)	3.0
509	wall	wall	dinding	The House			wall	wall	509.0	933	WALL (noun)	3.0
510	window	window	jendela	The House			window	window	510.0	1375	WINDOW (noun)	3.0
511	cookhouseki	"cookhouse; kitchen"	"tempat memasak; dapur"	The House			"cookhouse; kitchen"	"cookhouse; kitchen"	511.0	1365	KITCHEN (noun)	3.0
512	bed	bed	tempat tidur	The House			bed	bed	512.0	1663	BED (noun)	3.0
513	chair	chair	kursi	The House			chair	chair	513.0	1476	CHAIR (noun)	3.0
514	lamp	lamp	lampu	The House			lamp	lamp	514.0	625	LAMP (noun)	3.0
515	candle	candle	lilin	The House			candle	candle	515.0	1273	CANDLE (noun)	3.0
516	_weave	to weave	menenun	Clothing and grooming			to weave	to weave	516.0	133	WEAVE (verb)	2.0
517	shirt	shirt	baju	Clothing and grooming			shirt	shirt	517.0	1622	SHIRT (noun)	3.0
518	necklace	necklace	kalung	Clothing and grooming			necklace	necklace	518.0	1961	NECKLACE (noun)	3.0
519	earring	earring	anting-anting	Clothing and grooming			earring	earring	519.0	770	EARRING (noun)	3.0
520	trousers	trousers	celana panjang	Clothing and grooming			trousers	trousers	520.0	809	TROUSERS (noun)	3.0
521	sarongwomen	sarong (women)	sarung (perempuan)	Clothing and grooming			sarong (women)	sarong (women)	521.0	2413	SARONG (noun)	3.0
522	loom	loom	perkakas tenun	Clothing and grooming			loom	loom	522.0	1787	LOOM (noun)	3.0
523	thread	thread	benang	Clothing and grooming			thread	thread	523.0	1161	THREAD (noun)	3.0
524	_worship	to worship	bersembayang	Religion and belief			to worship	to worship	524.0	257	WORSHIP (verb)	2.0
525	holy	holy	"suci; kudus"	Religion and belief			holy	holy	525.0	1702	HOLY (adjective)	3.0
526	_bless	to bless	memberkati	Religion and belief			to bless	to bless	526.0	391	BLESS (verb)	2.0
527	god	God	Tuhan	Religion and belief			God	God	527.0	1944	GOD (noun)	3.0
528	_pray	to pray	berdoa	Religion and belief			to pray	to pray	528.0	24	PRAY (verb)	2.0
529	church	church	gereja	Religion and belief			church	church	529.0	1349	CHURCH (noun)	3.0
530	mosque	mosque	mesjid	Religion and belief			mosque	mosque	530.0	1603	MOSQUE (noun)	3.0
531	_curse	to curse	sumpah	Religion and belief			to curse	to curse	531.0	8	CURSE (verb)	2.0
532	priestmoder	priest (modern)	"pendeta; pastor; imam"	Religion and belief			priest (modern)	priest (modern)	532.0	852	PRIEST (noun)	3.0
533	sorcererwit	"sorcerer; witch"	tukang sihir	Religion and belief			"sorcerer; witch"	"sorcerer; witch"	533.0	824	WITCH (noun)	3.0
