Value	Feature_ID	Language_ID	Comment	Loan	Cognate Set	Reference
təweng	154.0	blag1240-kulij				
təjebur	155.0	blag1240-kulij				
təmeng	156.0	blag1240-kulij				
tibit	157.0	blag1240-kulij				
natang	163.0	blag1240-kulij				
tatang omi	165.0	blag1240-kulij				
tatang tuba	166.0	blag1240-kulij				
tatang krusing	167.0	blag1240-kulij				
am	168.0	blag1240-kulij				
puar	170.0	blag1240-kulij				
	171.0	blag1240-kulij	Kemaluan laki-laki. Often taboo. Be sensitive, explain: ini sehingga anggota tubuh semua  bisa dimasukkan dalam dalam kamus, itu saja, jangan marah bapak? If they still remain silent, skip.			
	172.0	blag1240-kulij	Kemaluan perempuan, same as above.			
tija	174.0	blag1240-kulij				
tija' omol	176.0	blag1240-kulij				
tija' omi	177.0	blag1240-kulij				
tija kuku	178.0	blag1240-kulij				
mota	179.0	blag1240-kulij				
pi'ulit	182.0	blag1240-kulij				
bata	183.0	blag1240-kulij				
kot	184.0	blag1240-kulij				
bibiring	187.0	blag1240-kulij				
	188.0	blag1240-kulij	Ketika mata pedih dan merah kemudian ketika bangun tidur mata sulit dibuka dan kadang-kadang keluar cairan kuning.			
ho aing bue	189.0	blag1240-kulij				
nexe	190.0	blag1240-kulij	Not 'manusia' (human being). Elicit 'orang' with a numeral, for example 'ada satu orang, dua orang, tiga orang...'			
tenne	191.0	blag1240-kulij				
kəneing	192.0	blag1240-kulij				
mehal	193.0	blag1240-kulij				
jahung	194.0	blag1240-kulij				
t-ening	195.0	blag1240-kulij				
epra	196.0	blag1240-kulij	Not 'married woman'.			
tiva	197.0	blag1240-kulij				
nimang	198.0	blag1240-kulij				
tata	199.0	blag1240-kulij				
kaw	200.0	blag1240-kulij				
ebili	201.0	blag1240-kulij				
gahing	202.0	blag1240-kulij	'servant'			
goho gahai	202.0	blag1240-kulij	'servant'			
	211.0	blag1240-kulij	Negation of verbal/adjectival predicate, e.g. Saya tidak suka minum bir; Saya tidak sakit. (Not 'bukan').			
	225.0	blag1240-kulij	General locative preposition, e.g. Ibu di mana? Saya di jalan. 			
(tatang) jasi	231.0	blag1240-kulij	(lit., bad hand')			
(tatang) aw	232.0	blag1240-kulij	(lit., 'good hand')			
	236.0	blag1240-kulij	If they ask which animals, say 'kata untuk .... seperti sapi, ayam, kambing.' (If they also have a different word for animals that are not eaten, e.g. rats (tikus) or snakes (ular), then that is NOT the word we look for.) 			
ari ual	237.0	blag1240-kulij				
jabar	238.0	blag1240-kulij				
be	239.0	blag1240-kulij				
hangi	240.0	blag1240-kulij				
dur	241.0	blag1240-kulij				
teke'	242.0	blag1240-kulij				
roho	243.0	blag1240-kulij				
ruhing	244.0	blag1240-kulij				
demel	246.0	blag1240-kulij				
ora	249.0	blag1240-kulij				
ab	250.0	blag1240-kulij				
hibir	251.0	blag1240-kulij				
klaru	252.0	blag1240-kulij				
kuja	253.0	blag1240-kulij				
bapa'	254.0	blag1240-kulij				
rihi	255.0	blag1240-kulij				
kəlela' klumang	256.0	blag1240-kulij				
keya	257.0	blag1240-kulij				
ul	259.0	blag1240-kulij				
abat	260.0	blag1240-kulij				
wul mudi	262.0	blag1240-kulij				
ummu	263.0	blag1240-kulij				
duming	264.0	blag1240-kulij				
per	265.0	blag1240-kulij				
dua'	266.0	blag1240-kulij				
bukalali	267.0	blag1240-kulij				
kaliling	268.0	blag1240-kulij				
vavar	269.0	blag1240-kulij				
wawar	269.0	blag1240-kulij				
kinit	270.0	blag1240-kulij				
kerre	271.0	blag1240-kulij				
kebbet	272.0	blag1240-kulij				
trangga	274.0	blag1240-kulij				
ubang	275.0	blag1240-kulij				
dilling	276.0	blag1240-kulij				
javar kubang	278.0	blag1240-kulij				
təmmeng	280.0	blag1240-kulij				
le'	281.0	blag1240-kulij				
kuddu	282.0	blag1240-kulij				
pari	283.0	blag1240-kulij				
hiba	284.0	blag1240-kulij				
boma	285.0	blag1240-kulij	medjasi 'old woman', boma 'old man'			
medjasi	285.0	blag1240-kulij	medjasi 'old woman', boma 'old man'			
jahu keneng kuwar	286.0	blag1240-kulij				
moleng	287.0	blag1240-kulij				
bara'	288.0	blag1240-kulij				
jevi'	289.0	blag1240-kulij				
aw	290.0	blag1240-kulij				
jasi	291.0	blag1240-kulij				
wing	292.0	blag1240-kulij				
lalla	296.0	blag1240-kulij				
tata	297.0	blag1240-kulij				
poring	298.0	blag1240-kulij				
tupur	302.0	blag1240-kulij				
teyil	303.0	blag1240-kulij				
ebua ira	304.0	blag1240-kulij	(lit., body bone')			
pusi	305.0	blag1240-kulij				
kopol	306.0	blag1240-kulij				
kəmalung	307.0	blag1240-kulij				
kəlitah	309.0	blag1240-kulij				
mulang	310.0	blag1240-kulij				
mang	311.0	blag1240-kulij	Of spear (tombak) or machete (parang); if there are two different words, elicit both.			
kumbul	312.0	blag1240-kulij				
təmaadi	313.0	blag1240-kulij				
vila	314.0	blag1240-kulij				
wila	314.0	blag1240-kulij				
lara	316.0	blag1240-kulij				
molo	318.0	blag1240-kulij				
hala	319.0	blag1240-kulij				
tena	320.0	blag1240-kulij				
misa	321.0	blag1240-kulij				
kəmala	322.0	blag1240-kulij	(also 'salty')			
tengge	323.0	blag1240-kulij				
bira	326.0	blag1240-kulij				
dula	327.0	blag1240-kulij	'slippery'			
kraki	328.0	blag1240-kulij				
kana	329.0	blag1240-kulij				
meja'	330.0	blag1240-kulij				
bibi'	331.0	blag1240-kulij				
koa-koa	332.0	blag1240-kulij				
bori	334.0	blag1240-kulij				
dira	335.0	blag1240-kulij	There may be several words, e.g. sakit setelah dipukul (pain felt after being hit); sakit luka (pain of a wound), or sakit demam (have a fever). We look for the word used for sakit demam.			
məniyang	336.0	blag1240-kulij				
temeng tata	337.0	blag1240-kulij				
menapal	338.0	blag1240-kulij				
enjasi	339.0	blag1240-kulij				
klus	340.0	blag1240-kulij				
dadi'	341.0	blag1240-kulij				
lil	342.0	blag1240-kulij				
tei	343.0	blag1240-kulij				
veng me	344.0	blag1240-kulij				
weng me	344.0	blag1240-kulij				
mikung	345.0	blag1240-kulij				
ukur	346.0	blag1240-kulij				
tei	347.0	blag1240-kulij	(also 'to see')			
tutuk	349.0	blag1240-kulij				
bena	352.0	blag1240-kulij	bena 'be sleepy'			
tiya'	352.0	blag1240-kulij	bena 'be sleepy'			
tiya'	353.0	blag1240-kulij				
tahi	354.0	blag1240-kulij				
aing meha	355.0	blag1240-kulij				
wela	356.0	blag1240-kulij				
aing wela	357.0	blag1240-kulij				
mihing	358.0	blag1240-kulij				
manamar	360.0	blag1240-kulij				
bihi	361.0	blag1240-kulij				
tara	363.0	blag1240-kulij				
liri	364.0	blag1240-kulij				
bahera	365.0	blag1240-kulij				
beni	366.0	blag1240-kulij	e.g. pohon yang dipotong.			
ening bahera	367.0	blag1240-kulij				
na	368.0	blag1240-kulij				
na	369.0	blag1240-kulij				
na-dua	370.0	blag1240-kulij				
vem bei	371.0	blag1240-kulij				
rota	372.0	blag1240-kulij				
beta'	373.0	blag1240-kulij				
hopang	374.0	blag1240-kulij				
mina	376.0	blag1240-kulij				
aing enang	377.0	blag1240-kulij				
hapo	378.0	blag1240-kulij				
hoa	379.0	blag1240-kulij	 'come from far'			
niyar	380.0	blag1240-kulij				
bow	381.0	blag1240-kulij				
sarosumba	382.0	blag1240-kulij	 (/o/ is very short)			
dar ohi	383.0	blag1240-kulij				
bil ede	384.0	blag1240-kulij				
yia	385.0	blag1240-kulij				
bolor	386.0	blag1240-kulij				
mame'	387.0	blag1240-kulij				
ay loy	388.0	blag1240-kulij				
dusang	389.0	blag1240-kulij				
uppu'	390.0	blag1240-kulij				
purung	391.0	blag1240-kulij				
ida'	392.0	blag1240-kulij				
doho'	393.0	blag1240-kulij				
tua'	394.0	blag1240-kulij				
kaka	395.0	blag1240-kulij				
wara	396.0	blag1240-kulij				
mea'	397.0	blag1240-kulij				
tatang palu	398.0	blag1240-kulij	'clap'; E.g. to slap someone on the cheek; NOT to clap hands. 			
gaki	399.0	blag1240-kulij				
boy	400.0	blag1240-kulij				
hiba	401.0	blag1240-kulij				
kahi	402.0	blag1240-kulij				
bage	403.0	blag1240-kulij				
pol	403.0	blag1240-kulij				
jawa	404.0	blag1240-kulij				
suk	405.0	blag1240-kulij				
tota	406.0	blag1240-kulij				
buang	407.0	blag1240-kulij				
oda	408.0	blag1240-kulij				
sow	409.0	blag1240-kulij				
boi mina	410.0	blag1240-kulij				
raping	413.0	blag1240-kulij				
anang	414.0	blag1240-kulij				
trou	415.0	blag1240-kulij				
toutu	416.0	blag1240-kulij				
teding	417.0	blag1240-kulij				
weng pina	419.0	blag1240-kulij				
nodang	420.0	blag1240-kulij				
momal	421.0	blag1240-kulij				
awak	422.0	blag1240-kulij				
tobang	423.0	blag1240-kulij				
weng ebang	424.0	blag1240-kulij				
yipar	425.0	blag1240-kulij				
tow	426.0	blag1240-kulij	To crouch as on an Indonesian toilet, NOT: to kneel			
mihing	427.0	blag1240-kulij				
ay	428.0	blag1240-kulij				
tappa	429.0	blag1240-kulij				
paha	430.0	blag1240-kulij				
nabeli	431.0	blag1240-kulij				
tavi	433.0	blag1240-kulij				
tawi	433.0	blag1240-kulij				
bakung	434.0	blag1240-kulij				
hira	436.0	blag1240-kulij				
majang	437.0	blag1240-kulij				
ading	438.0	blag1240-kulij				
lepet	439.0	blag1240-kulij	NOT: lipat tikar			
moling	440.0	blag1240-kulij				
loti'	441.0	blag1240-kulij				
masang	442.0	blag1240-kulij				
tenimpil	443.0	blag1240-kulij				
nombo	444.0	blag1240-kulij	tapa' 'pound rice' nombo 'hit with fist'			
tapa'	444.0	blag1240-kulij	tapa' 'pound rice' nombo 'hit with fist'			
peing oda	445.0	blag1240-kulij				
gadeng	446.0	blag1240-kulij				
leko	447.0	blag1240-kulij				
taning	448.0	blag1240-kulij				
rekeng	449.0	blag1240-kulij				
nu	450.0	blag1240-kulij				
alu	451.0	blag1240-kulij				
tuwe	452.0	blag1240-kulij				
buta'	453.0	blag1240-kulij				
ising	454.0	blag1240-kulij				
taling	455.0	blag1240-kulij				
titu	456.0	blag1240-kulij				
tuwaru	457.0	blag1240-kulij				
turnu	458.0	blag1240-kulij				
ar nu	459.0	blag1240-kulij				
ari aru	469.0	blag1240-kulij				
ratu nu	482.0	blag1240-kulij				
ratu nu ariaru betal tue	483.0	blag1240-kulij				
ribu nu	485.0	blag1240-kulij				
nidat	487.0	blag1240-kulij	The kinship task also asks for this term			
	488.0	blag1240-kulij	The kinship task also asks for this term			
towal tida'	489.0	blag1240-kulij	The kinship task also asks for this term			
nimangera	490.0	blag1240-kulij	'uncle'; The kinship task also asks for this term			
ebilang	491.0	blag1240-kulij	The kinship task also asks for this term			
	492.0	blag1240-kulij	The kinship task also asks for this term			
tata jahung	493.0	blag1240-kulij	'older sister'; The kinship task also asks for this term			
	494.0	blag1240-kulij	The kinship task also asks for this term			
	495.0	blag1240-kulij	The kinship task also asks for this term			
kaw jahung	496.0	blag1240-kulij	'younger sister'; The kinship task also asks for this term			
	497.0	blag1240-kulij	The kinship task also asks for this term			
	498.0	blag1240-kulij	The kinship task also asks for this term			
	499.0	blag1240-kulij	The kinship task also asks for this term			
bromu	500.0	blag1240-kulij	The kinship task also asks for this term			
tivaera	501.0	blag1240-kulij	'aunt'; The kinship task also asks for this term			
	503.0	blag1240-kulij	There may be two types, a high one (for e.g. storage) and a lower one; if so, elicit both.			
	505.0	blag1240-kulij	The cultural features questionnaire also asks for this term.			
	506.0	blag1240-kulij	The cultural features questionnaire also asks for this term.			
	522.0	blag1240-kulij	Kata untuk seluru alat menenun. Tetapi di sini alat tenun tidak ada nama umum, dan masing-masing bagian ada namanya. (It is likely that there is no word referring to a loom as such,  only words referring to parts of it. If you can make a picture of a loom, you could try to elicit the words for the various parts. If this is not possible, just skip this.)			
	540.0	blag1240-kulij	E.g. perjanjian antara dua suku untuk tidak berperang			
	554.0	blag1240-kulij	Jika seseorang yg sudah menikah atau belum menikah berhubungan badan dengan orang yg bukan isteri/suaminya.			
tutu	587.0	blag1240-kulij				
tei buma	588.0	blag1240-kulij				
urat	589.0	blag1240-kulij				
wening	590.0	blag1240-kulij				
blolu	591.0	blag1240-kulij				
tukang	592.0	blag1240-kulij				
krubo	593.0	blag1240-kulij	Not: rumah sempit (crowded/small house), or pakaian sempit (clothes that are too tight).			
teri	598.0	blag1240-kulij				
bulaŋ	0.0	blag1240-nule				
ved	1.0	blag1240-nule				
wuru	2.0	blag1240-nule				
iid	3.0	blag1240-nule				
kəmalu	4.0	blag1240-nule				
ved	5.0	blag1240-nule				
hurak wen	7.0	blag1240-nule				
maléŋ	8.0	blag1240-nule				
edaŋ áru	9.0	blag1240-nule				
tobaŋ	10.0	blag1240-nule				
tiaŋ aru	11.0	blag1240-nule				
bil jaraʔabuŋ	12.0	blag1240-nule				
bənaw	13.0	blag1240-nule				
enar	14.0	blag1240-nule				
nuwar	15.0	blag1240-nule				
aliyáʔ	17.0	blag1240-nule				
lal	18.0	blag1240-nule	bunyinya			
bil məleylak	19.0	blag1240-nule	kilatan, cahaya			
por ʔotaʔ	20.0	blag1240-nule				
təwewer	20.0	blag1240-nule				
bil moró	21.0	blag1240-nule	kabut = fog, NOT embun = air yang menetes dari daun di pagi hari			
bil məró	21.0	blag1240-nule	kabut = fog, NOT embun = air yang menetes dari daun di pagi hari			
mual	22.0	blag1240-nule				
-	25.0	blag1240-nule				
pondo	26.0	blag1240-nule				
pondo blolu (lit., ‘high mountain’)	27.0	blag1240-nule				
ábaŋ	28.0	blag1240-nule				
butuŋ	29.0	blag1240-nule				
por	30.0	blag1240-nule				
ilbor	31.0	blag1240-nule				
var	32.0	blag1240-nule				
mənápa	33.0	blag1240-nule	batu (rock) di pantai			
tómu	34.0	blag1240-nule	karang (reef) di dasar laut			
jar	35.0	blag1240-nule				
taŋ	36.0	blag1240-nule				
buat	37.0	blag1240-nule				
(taŋ) ul	38.0	blag1240-nule				
bil pusi	39.0	blag1240-nule				
bil	43.0	blag1240-nule				
via	45.0	blag1240-nule				
je	46.0	blag1240-nule				
káwil	49.0	blag1240-nule				
ker	50.0	blag1240-nule	dibuat dari bambu untuk menangkap ikan yang ditinggal. NOT fish net or fish line.			
sial	51.0	blag1240-nule				
peda	52.0	blag1240-nule				
taa	53.0	blag1240-nule				
ʔaba	54.0	blag1240-nule				
-	55.0	blag1240-nule				
awa pula	56.0	blag1240-nule				
norúk	57.0	blag1240-nule				
umat	59.0	blag1240-nule				
bulít	60.0	blag1240-nule				
tudik	61.0	blag1240-nule				
kiri	62.0	blag1240-nule				
bi	63.0	blag1240-nule				
batul	64.0	blag1240-nule				
aad beta	67.0	blag1240-nule				
ad benaŋka	68.0	blag1240-nule				
butuŋ boni	70.0	blag1240-nule				
məró	71.0	blag1240-nule	‘fireplace ash’; NOT 'debu' (dust, after you have been sweeping)			
butumpret	72.0	blag1240-nule				
mekébutuŋ məké	73.0	blag1240-nule				
gənóvar	74.0	blag1240-nule				
bey	75.0	blag1240-nule				
nəvel	76.0	blag1240-nule				
haváʔ	77.0	blag1240-nule				
-	78.0	blag1240-nule				
pánda	79.0	blag1240-nule				
dey	80.0	blag1240-nule				
tuni	81.0	blag1240-nule				
vemvey	82.0	blag1240-nule				
meniŋ	83.0	blag1240-nule				
te	84.0	blag1240-nule				
te úlit	86.0	blag1240-nule				
te va	87.0	blag1240-nule				
te kəráŋa	88.0	blag1240-nule	cabang pohon			
aad dera	89.0	blag1240-nule				
líya	90.0	blag1240-nule	líya ‘long rattan’, nəvár ‘short rattan’			
nəvár	90.0	blag1240-nule	líya ‘long rattan’, nəvár ‘short rattan’			
te brigiŋ	91.0	blag1240-nule				
te hi	92.0	blag1240-nule				
te kulu	93.0	blag1240-nule				
mood memaŋ	96.0	blag1240-nule				
naliyaŋ	98.0	blag1240-nule				
mood	99.0	blag1240-nule				
(na) mudiŋ	100.0	blag1240-nule				
(mood) mudiŋ	101.0	blag1240-nule				
bu	102.0	blag1240-nule				
maat	103.0	blag1240-nule				
avar	104.0	blag1240-nule				
maat haa	105.0	blag1240-nule				
u kasi	106.0	blag1240-nule				
u belanda	107.0	blag1240-nule				
awgol	108.0	blag1240-nule				
-	109.0	blag1240-nule				
nuwát	110.0	blag1240-nule				
wub	111.0	blag1240-nule				
bátar	112.0	blag1240-nule				
batar pi	113.0	blag1240-nule				
vet	114.0	blag1240-nule				
kədúbuk	115.0	blag1240-nule				
koli	116.0	blag1240-nule				
bur	117.0	blag1240-nule				
təmóluŋ	118.0	blag1240-nule				
puu	119.0	blag1240-nule				
mári	120.0	blag1240-nule	petuŋ ‘large wild bamboo’, mári ‘smooth wild bamboo’, petuŋ vandaŋ ‘domestic bamboo’			
petuŋ	120.0	blag1240-nule	petuŋ ‘large wild bamboo’, mári ‘smooth wild bamboo’, petuŋ vandaŋ ‘domestic bamboo’			
petuŋ vandaŋ	120.0	blag1240-nule	petuŋ ‘large wild bamboo’, mári ‘smooth wild bamboo’, petuŋ vandaŋ ‘domestic bamboo’			
mool	121.0	blag1240-nule				
biyát	122.0	blag1240-nule	biyát ‘wild mango’, mampleʔ ‘domestic mango’			
mampleʔ	122.0	blag1240-nule	biyát ‘wild mango’, mampleʔ ‘domestic mango’			
kási	123.0	blag1240-nule				
naŋka	124.0	blag1240-nule				
undur	125.0	blag1240-nule				
kaa	126.0	blag1240-nule	tool (general term), tool butuŋ ‘peanut’, kaa ‘mung bean’			
tool	126.0	blag1240-nule	tool (general term), tool butuŋ ‘peanut’, kaa ‘mung bean’			
tool butuŋ	126.0	blag1240-nule	tool (general term), tool butuŋ ‘peanut’, kaa ‘mung bean’			
toon jar	127.0	blag1240-nule				
haam jar	128.0	blag1240-nule	not 'breast'			
siah	129.0	blag1240-nule				
təmá	130.0	blag1240-nule				
dagiŋ hii	131.0	blag1240-nule				
ʔe irá	132.0	blag1240-nule				
abál ira	133.0	blag1240-nule				
truuŋ	134.0	blag1240-nule				
teŋ jar	135.0	blag1240-nule	teŋ jar (lit., ‘eye water’)			
teŋ now	135.0	blag1240-nule	teŋ jar (lit., ‘eye water’)			
eve	136.0	blag1240-nule				
ve	136.0	blag1240-nule				
kubaŋ	138.0	blag1240-nule				
elila	139.0	blag1240-nule				
avar pula	141.0	blag1240-nule				
aas	142.0	blag1240-nule				
buráŋ	143.0	blag1240-nule				
tətow	144.0	blag1240-nule				
tooŋ	145.0	blag1240-nule				
toŋ va	146.0	blag1240-nule				
pimudi	147.0	blag1240-nule				
teŋkulu	148.0	blag1240-nule				
təveli	149.0	blag1240-nule				
təmiŋbur	150.0	blag1240-nule				
taibor	151.0	blag1240-nule				
təvá	152.0	blag1240-nule				
tibál	153.0	blag1240-nule				
tivál	153.0	blag1240-nule				
təvéŋ	154.0	blag1240-nule				
tejebur	155.0	blag1240-nule				
təméŋʔera	156.0	blag1240-nule				
təbít	157.0	blag1240-nule				
tataŋ	163.0	blag1240-nule				
tataŋ tubá	166.0	blag1240-nule				
tataŋ krusiŋ	167.0	blag1240-nule				
haam	168.0	blag1240-nule				
təpuar	170.0	blag1240-nule				
tal	171.0	blag1240-nule	Kemaluan laki-laki. Often taboo. Be sensitive, explain: ini sehingga anggota tubuh semua  bisa dimasukkan dalam dalam kamus, itu saja, jangan marah bapak? If they still remain silent, skip.			
ar	172.0	blag1240-nule	Kemaluan perempuan, same as above.			
toto kulu	173.0	blag1240-nule				
tijá	174.0	blag1240-nule				
tija omol	176.0	blag1240-nule				
tijá kuku	178.0	blag1240-nule				
təmota era	179.0	blag1240-nule				
piʔulit	182.0	blag1240-nule				
báta ‘old wound’, íbat ‘new wound’	183.0	blag1240-nule				
koot	185.0	blag1240-nule				
mənáw	186.0	blag1240-nule				
viviriŋ	187.0	blag1240-nule				
tembrak	188.0	blag1240-nule	Ketika mata pedih dan merah kemudian ketika bangun tidur mata sulit dibuka dan kadang-kadang keluar cairan kuning.			
təmiŋ omi pi	189.0	blag1240-nule				
neenu	190.0	blag1240-nule	Not 'manusia' (human being). Elicit 'orang' with a numeral, for example 'ada satu orang, dua orang, tiga orang...'			
tene	191.0	blag1240-nule				
toál	192.0	blag1240-nule				
meyal	193.0	blag1240-nule				
jaul	194.0	blag1240-nule				
teniŋ	195.0	blag1240-nule				
piprá	196.0	blag1240-nule	Not 'married woman'.			
nivá	197.0	blag1240-nule				
nimaŋ	198.0	blag1240-nule				
netatá	199.0	blag1240-nule				
nekáw	200.0	blag1240-nule				
ebəlí	201.0	blag1240-nule				
oho gaiŋ	202.0	blag1240-nule				
	211.0	blag1240-nule	Negation of verbal/adjectival predicate, e.g. Saya tidak suka minum bir; Saya tidak sakit. (Not 'bukan').			
	225.0	blag1240-nule	General locative preposition, e.g. Ibu di mana? Saya di jalan. 			
tataŋ jasi	231.0	blag1240-nule	(lit., ‘bad hand’)			
tataŋ aw	232.0	blag1240-nule	(lit., ‘good hand’)			
naʔwal	236.0	blag1240-nule	If they ask which animals, say 'kata untuk .... seperti sapi, ayam, kambing.' (If they also have a different word for animals that are not eaten, e.g. rats (tikus) or snakes (ular), then that is NOT the word we look for.) 			
jabar	238.0	blag1240-nule				
be	239.0	blag1240-nule				
haŋi	240.0	blag1240-nule				
duru	241.0	blag1240-nule				
teké	242.0	blag1240-nule				
ró	243.0	blag1240-nule				
ruíŋ	244.0	blag1240-nule				
motó	245.0	blag1240-nule				
demél	246.0	blag1240-nule				
orá	249.0	blag1240-nule				
aab	250.0	blag1240-nule				
hibír	251.0	blag1240-nule				
kəláru	252.0	blag1240-nule				
kuja	253.0	blag1240-nule				
bápa	254.0	blag1240-nule				
ri	255.0	blag1240-nule				
-	256.0	blag1240-nule				
jar obó	257.0	blag1240-nule				
jar obó	258.0	blag1240-nule				
wuul	259.0	blag1240-nule				
abát	260.0	blag1240-nule				
wuul mudi	262.0	blag1240-nule				
omú	263.0	blag1240-nule				
dumiŋ	264.0	blag1240-nule				
per	265.0	blag1240-nule				
eʔdua	266.0	blag1240-nule				
duka(ŋ)laliŋ	267.0	blag1240-nule				
kaililiŋ	268.0	blag1240-nule				
vavar	269.0	blag1240-nule				
kinit	270.0	blag1240-nule				
kəré	271.0	blag1240-nule				
kabét	272.0	blag1240-nule				
kəráŋa	274.0	blag1240-nule				
kubaŋ	275.0	blag1240-nule				
delíŋ	276.0	blag1240-nule				
təméla	278.0	blag1240-nule				
bee	279.0	blag1240-nule				
temé	280.0	blag1240-nule				
le	281.0	blag1240-nule				
kodduk	282.0	blag1240-nule				
luŋ	283.0	blag1240-nule				
ahe	284.0	blag1240-nule				
boma	285.0	blag1240-nule	boma ‘old man’, meet ‘old woman’			
meet	285.0	blag1240-nule	boma ‘old man’, meet ‘old woman’			
jauŋ kenewiŋ	286.0	blag1240-nule	kuar ‘young man’, jauŋ kenewiŋ ‘young woman’			
kuar	286.0	blag1240-nule	kuar ‘young man’, jauŋ kenewiŋ ‘young woman’			
pəloit	287.0	blag1240-nule				
bára	288.0	blag1240-nule				
jevi	289.0	blag1240-nule				
auŋ	290.0	blag1240-nule				
jasi	291.0	blag1240-nule				
meviŋ	292.0	blag1240-nule				
osiŋ	293.0	blag1240-nule				
menésa	296.0	blag1240-nule				
táta	297.0	blag1240-nule				
póriŋ	298.0	blag1240-nule				
netukaŋ	302.0	blag1240-nule				
teil	303.0	blag1240-nule				
pusi	305.0	blag1240-nule				
kamalu	307.0	blag1240-nule				
jára	308.0	blag1240-nule				
kərítak	309.0	blag1240-nule				
mulaŋ	310.0	blag1240-nule				
maŋ	311.0	blag1240-nule	Of spear (tombak) or machete (parang); if there are two different words, elicit both.			
kumbul	312.0	blag1240-nule				
təmádi	313.0	blag1240-nule				
víla	314.0	blag1240-nule				
móloŋ	315.0	blag1240-nule				
lára	316.0	blag1240-nule				
etibí	318.0	blag1240-nule				
hála	319.0	blag1240-nule				
téna	320.0	blag1240-nule				
misa	321.0	blag1240-nule				
kamála	322.0	blag1240-nule				
teŋge	323.0	blag1240-nule				
kəlíkil	324.0	blag1240-nule				
kəmála	325.0	blag1240-nule				
bira	326.0	blag1240-nule				
dúla	327.0	blag1240-nule	‘slippery’			
koŋkarkoŋkar	328.0	blag1240-nule				
kána	329.0	blag1240-nule				
məjá	330.0	blag1240-nule				
bibi	331.0	blag1240-nule				
koakoá	332.0	blag1240-nule				
koakoá	333.0	blag1240-nule				
bóri	334.0	blag1240-nule				
dira	335.0	blag1240-nule	There may be several words, e.g. sakit setelah dipukul (pain felt after being hit); sakit luka (pain of a wound), or sakit demam (have a fever). We look for the word used for sakit demam.			
məníyaŋ	336.0	blag1240-nule				
tawabilil	336.0	blag1240-nule				
təmeen tata	337.0	blag1240-nule				
tawan mənápal	338.0	blag1240-nule				
eʔeŋ jasi	339.0	blag1240-nule	eʔeŋ jasi (lit., ‘bad eyes’), neʔeŋ moró (lit., ‘foggy eyes’)			
neʔeŋ moró	339.0	blag1240-nule	eʔeŋ jasi (lit., ‘bad eyes’), neʔeŋ moró (lit., ‘foggy eyes’)			
kmuke	340.0	blag1240-nule				
kəmuke	340.0	blag1240-nule				
dádi	341.0	blag1240-nule				
tomilil	342.0	blag1240-nule				
teiŋ	343.0	blag1240-nule				
veŋme	344.0	blag1240-nule				
miku	345.0	blag1240-nule	mimiŋ ‘smell’, miku ‘kiss’			
mimiŋ	345.0	blag1240-nule	mimiŋ ‘smell’, miku ‘kiss’			
ukur	346.0	blag1240-nule				
veŋkruaŋ	347.0	blag1240-nule				
tutuktutuk	348.0	blag1240-nule	‘chat’			
tutuk	349.0	blag1240-nule				
hur	351.0	blag1240-nule				
tiaʔ	352.0	blag1240-nule				
tiaʔ bena	353.0	blag1240-nule				
tai	354.0	blag1240-nule				
aiŋ miar	355.0	blag1240-nule				
véla	356.0	blag1240-nule				
(keniŋ) vela	357.0	blag1240-nule				
miŋ	358.0	blag1240-nule				
tai	359.0	blag1240-nule				
lamar	360.0	blag1240-nule				
bi	361.0	blag1240-nule				
tára	363.0	blag1240-nule				
líri	364.0	blag1240-nule				
ba héra	365.0	blag1240-nule				
belí	366.0	blag1240-nule	e.g. pohon yang dipotong.			
lavák	366.0	blag1240-nule	e.g. pohon yang dipotong.			
lolaŋ hera	367.0	blag1240-nule				
jar na	368.0	blag1240-nule				
na na	369.0	blag1240-nule				
na doa	370.0	blag1240-nule				
naʔ bei	371.0	blag1240-nule				
rótaʔ	372.0	blag1240-nule				
beta	373.0	blag1240-nule				
hopaŋ	374.0	blag1240-nule				
mina	376.0	blag1240-nule				
meʔenaŋ	377.0	blag1240-nule				
hapo	378.0	blag1240-nule				
ma	379.0	blag1240-nule				
yaar	380.0	blag1240-nule				
bow	381.0	blag1240-nule				
dári	382.0	blag1240-nule	dári ‘lego-lego’, sarsumba ‘dance’			
sarsumba	382.0	blag1240-nule	dári ‘lego-lego’, sarsumba ‘dance’			
dar hóy	383.0	blag1240-nule				
bil ede	384.0	blag1240-nule				
ade	385.0	blag1240-nule				
bolor	386.0	blag1240-nule				
mame	387.0	blag1240-nule				
ayloy	388.0	blag1240-nule				
kənúmu	389.0	blag1240-nule				
upú	390.0	blag1240-nule				
puruŋ	391.0	blag1240-nule				
yída	392.0	blag1240-nule				
osoŋ	393.0	blag1240-nule				
tuá	394.0	blag1240-nule				
káka	395.0	blag1240-nule				
vára	396.0	blag1240-nule				
meaŋ	397.0	blag1240-nule				
	398.0	blag1240-nule	E.g. to slap someone on the cheek; NOT to clap hands. 			
gaki	399.0	blag1240-nule				
parás	400.0	blag1240-nule	parás ‘cut’, toniŋ ‘slice’			
toniŋ	400.0	blag1240-nule	parás ‘cut’, toniŋ ‘slice’			
hibá	401.0	blag1240-nule				
kay	402.0	blag1240-nule				
hurak	403.0	blag1240-nule				
jawak	404.0	blag1240-nule				
tóta	406.0	blag1240-nule				
